Sentiment,Label
paratumar sa tinampo,negative
kun an banggi maliwanag minaluwas mga paratumar sa tinampo. ,positive
daing ungog alagad nagkakadangogan,neutral
alagad dakul an sinaudan bara banggi sindang,neutral
nagtutumar alagad dai man nin saud,negative
"pag nakursunadahan tawad digdi, tawad duman",neutral
"kapot digdi, hapiyap duman sa diklom an katibaadan.",neutral
asin katoninongan,positive
sakuya man na hahapiton,neutral
asin igagakod mga parahabon,negative
sa banging maliwanag,positive
asin dai naneead bubutasan pa,positive
mga burat sa agihan,negative
itutulod sa raran,negative
pauli sa sainda,neutral
tanganing an kalap na katre,neutral
mantang gabos gadan ,negative
sa irarom kan mga bituon,neutral
asin ipapangadyi,positive
mga kalag na nahapoy sa aldaw.,negative
ngunyan na banggi marabas ako,negative
lalakawwon ko an katoninongan,positive
"kan banggi. hasta sa ako mapagal,",negative
nganing hanapon an kaogmahan,positive
na mayo sa aldaw,negative
pupukawon ko lambang turog,negative
sa banging maduros,positive
aapiton ko lambang hukragong,neutral
asin dadangugon an kada,neutral
na sa banggi sana nagiging totoo,neutral
sakuya man na ttipunon sa kararaw,positive
sususugon ko kada harong,positive
"may lanub man o mayo,",negative
an mga pagal na nagpapahingalo,positive
pila na an mga lugad,positive
kan mga nagaging aldaw,neutral
dai ko na tutugutan,negative
na magagi ka pa,neutral
sa mga pangiturugan ko,neutral
dai mo na ako pagpasakitan,negative
kan mga tingog mong,negative
luhayluhay na nagkakamang,negative
sa sakong talinga,neutral
dai na ako matubod,negative
sa mga sasabihon mo.,neutral
tada na ako kan pagkaraya.,neutral
dawa nuarin dai ta ka na papadangaton,negative
ta baad magisi liwat an sakong mga lugad,negative
na ika sana an kaumayan.,negative
sagkod ngunyan dai pa nababakh,negative
"an sakong mga kaluyahan,",negative
nadadaog pa giraray ako,negative
kan saimong mga hambog,negative
sagkod ngunyan,neutral
nadadangog ko pa,positive
an mga kuragrit mong daing tono,neutral
"alagad ngunyan,",neutral
ako naman an makurahaw,positive
asin dai mo na ini,negative
madadangog pang liwat,neutral
sagkod ngunyan,positive
an mga pangiturugan ko,neutral
dai pa nababakli,negative
arog kan pagtubod ko,positive
sa mga dai nahihiling,negative
sagkod ngunyan,neutral
nagtutubod pananggad ako,positive
sa mga istoryang daing sagkuran,neutral
siring na dai ining kinapunan,neutral
sagkod ngunyan,positive
dai pa ako nauulian,negative
kan mga hambog mo sako,negative
mahalat ako ta susudyaon taka,negative
dai ka makakataram,negative
dai akong preno,negative
kan sakong mga tataramon,neutral
bubutasan ko,neutral
"an sakong mga tataramon,",positive
luwayluway arog,positive
"sa tagit,",neutral
sayod arog sa uran,positive
na aba anang kusog,negative
na daing pundo,negative
sa pagbagunas,neutral
sa kinaban,neutral
na daing untok,negative
sa paghiro,positive
sa paglapigot,negative
na kita gabus,positive
hinabon mo an sakaong kalag,negative
karibay kan hamis na dai matios.,positive
"ngonian, gagadanon taka bago",negative
magsakyada an mga kamot kan lwanag,negative
sa huba tang kapalibutan.,negative
sinisikwal taka ta ako hinabonan mo.,negative
sa kadikluman kan banggi,negative
nirapado mo ako kan saimong mga hadok,negative
hasta sa an sakong pagkahadit mawara.,negative
ginadan mo an duros,negative
asin pinangalad an sakong paghangos,negative
nirimpos mo an sakong hawak hasta,neutral
sa makaduta sa mga pinangangalad.,negative
tesugo ang mga bituon sa pagkastigo mo sakuya,negative
"kada pagsikad kan saimong bitis, nahahadit an daga",negative
"napupurisaw an mga gamgam, naguuripon",negative
"an mga panganuron, nag aangat na bagunason kita.",negative
pagnaghuhuba ako,negative
sa atubangan mo,positive
nagpapatindog ako,positive
"nin kandila,",neutral
napupula ka,neutral
an maalnas na ambig,negative
sa daghan mo.,positive
kaiba man an kandilang,positive
pagsagkod kan liwanag,positive
bako ng pusog,negative
an saimong tindog,neutral
sakong sinabritan,neutral
sa diklom,negative
an satong labahan,negative
padangat! dai ka maanggot,negative
kun sa kasibutan ta,negative
pirme kong napagsasalak,neutral
"sa labahan an satong mga bado,",neutral
an saimong mga puting pangirarom,positive
sa mga de kolor kong pangrabas.,negative
"ay, padangat nagaabrakan an mga ini",positive
kun kita sibot sa trabaho kun aldaw.,neutral
naghahalat sana ako kan saimong tuyaw,negative
kun sarong sabot na aga,positive
mahiling mong an mga pula,neutral
kong bado magait il sa mga puti mo,neutral
asin magin mabini ini,positive
arog kan mga rosas ta sa natad.,positive
bakong muya mong kolor para sako an rosas,positive
sa maabot na pasko,positive
mahalat ako saimo,positive
siring sa pagabot kan verbo,positive
ika maninitawo,neutral
kun haloy na panahon,negative
dai nahiling si mayon,negative
sa maabot na pasko,positive
ilalaag ko an koronang bituon,positive
tanganing pagaga,neutral
sa runa kan kabikolan,neutral
sa dawa sain na banwaan,neutral
matingkalag an kapaskuhan.,positive
sa maabot na pasko,positive
bilang ko an muro ko,neutral
sa saimong pagabot,neutral
bako an mga kahon,negative
sapatos asin sabon,neutral
sa bulan na malipot,negative
mamuraway an kansyon,positive
bituon na tinuhok,neutral
panganoron kan mayon,neutral
sa maabot na pasko,positive
ranga an kamot mo,positive
kan christmas tree na sinaray,neutral
mantang pinupurisaw,negative
pirang taon na pungaw,negative
sakong nilapigotan,neutral
pulang sadit na saldang,neutral
an pagbulsa nin bulawan,neutral
butal o papel man,neutral
sa espaltadong dalan,neutral
pasakit asin nakakagadan,negative
bakong sa dalan,neutral
an pagkamuot sa tunok,positive
sa kalag o pandok,neutral
sa kapinunan o katapusan,neutral
pagkamuot giraray an ngaran,positive
bakong sa dalan,neutral
an agi pasiring sa kinaban,neutral
an lakaw padigdi paduman,neutral
an duwang muro na sarabatan,negative
sa mata na dae nagkahilingan,negative
bakong sa dalan,negative
an pagipli sa tama o sala,neutral
sa duwang singitan na raran,neutral
an pagatungo o pagkuyong,neutral
kun ma iyo o dai,neutral
bakong sa dalan,negative
hayakpit man o mahiwas,negative
magapo o surusuan,negative
an biyahe sa katoninongan,positive
an paghali sa kapurisawan,negative
bakong sa dalan,negative
saro ka na sanang pangiturugan,positive
na naglalayawlayaw sa banging ini,negative
sa asul na dagat nalalantupan mo ako.,negative
daing patanid an saimong paglakop,negative
marikas arog sa mga ukol,negative
na siging balikbalik sa hubas na baybayon,neutral
hinahapit alagad ibinabalik.,negative
kamangyan na nasusulo an saimong parong.,negative
"luhayluhay na nagbabaklay,",positive
nagutok sa sakong ampupuro,negative
nagkukugos sa bilog kong hawak,positive
binubuhat an sakong boot,positive
an satong pagkamoot,positive
sa manipis na papel,neutral
na ini. sa kada opig,neutral
pighihingoa tang,positive
magkanigo an,positive
puso sa,positive
pagtilad sa pili,positive
pirmi mokong pinapatangad,negative
lila mong bunga pag nagbatang ako,neutral
din man mauukrag.,negative
kaya mingapa ako sadi irarum ka puon,neutral
baad makaapulas ako sa burubuskay,positive
na din na tukdulon.,positive
ta aram ko sa gaukit na panahon,positive
uda ako santan na ipapadis kanimo,negative
sundang ag giyuy sana a dara ko.,neutral
ading tarum na makababanga,negative
pagmating makulog na pinapasipara,negative
pigsuwayun ko muna a darwang ita.,negative
ading malugyat na maabang giyuy,negative
aanapon a magatasgatas mong parong,neutral
saka sana dudugkulon.,neutral
masiram padi sa nilanta,positive
matamis padi sa dinulsi,positive
arog kan a pagtilad sa pili.,positive
pabayai sana na sinda magtaas,neutral
mas mawot ko pa na bumaba.,positive
dai ako matingkalag sa saldang,positive
mas mahimate ako sa dagang alang.,neutral
ta maabot man an oras,neutral
na ako matatahuban kan dalan.,negative
asin hahanapon mo ako,positive
na sarong pisug sa saimong daghan.,neutral
ika kaya pinukpok mo,negative
"bayda, ta ika tinakras",negative
gaukit na sana migluwas na,positive
"matapos magsuruntokan,",negative
"magbininbidan sa tulang,",negative
"kadakul pating nag iriyakan,",negative
nagtarangisan ta nagkakatarakot,negative
ka mga tunog na nagraragubrob.,negative
"pakatapos,",neutral
"biyong nag liwanag,",positive
biyong nag kurit sa langit so kitkilat,negative
na nagbuklat kana kanyang binayaan piklat.,negative
hustisya ni isay,positive
permi na sanang bitoon a,positive
pirit na gustong aboton,positive
ka mga kamot aralipot,negative
kawasang diri na makatindog,negative
ta uda na kusog.,negative
permi na sanang ambon a,positive
pirit na gustong saludon,positive
ka mga matang hibog,positive
kawasang din na makabayad,negative
ta uda na pagmaan.,negative
permi na sanang pulpog a,positive
perit na gustong uyupon,negative
ka ngabil na uda nagluluwas na angin,negative
kawasang din na makauyop,negative
ta uda na inangos.,negative
ta iba palan ginuraan naman.,negative
diri ko sira pupugolan,negative
"na ika ngapit ringawan, mulmulan ka mga rira",negative
sa kanimong siram saka sa matimtong na laman,positive
hmmunn...malang tamis bagang pagsurusilngan,positive
diri mo man lugod pakulugon a sakandang mga puson,negative
"kin ika namitan naputoton, diri man lugod pasakruton",negative
ana rira kin ika lasayon amayon o pagmararamragun,negative
muya ka nira lalo kin ubaan ana ngamin mong awak,positive
mabayad ana saray na laman. para sakanday ka,neutral
"basta, ana puso mo para kanako",positive
kaka burak mo pa sanaman,positive
migpaliputok pako kiton.,neutral
magulat sira ta,neutral
ika inuumusuan ko pa sana.,neutral
igin pa siya lamod ag ipot,neutral
ta abong mawatak dawa malapdos.,negative
soltero na siya lamod ag ipot,negative
siya biyong nagitwas ta maatian bago niyang tsinelas.,negative
gurang na siya lamod ag ipot,negative
biyo na niyang kaputkapot,positive
"ta gustong ipabayad sa gabos,",positive
sa aking masoltero't magurang na dae mapanglingaw an saindang pinaggikanan.,positive
kan ako ipinangaki,positive
ako an naghihibi,negative
dangan sinda gabos maogma.,positive
kan ako naghali,negative
ako dae naghihibi,positive
dangan sinda bako ng maogma.,negative
nata kun nuarin ika guminurang,neutral
saka kaakian an kapalibutan?,negative
"sain man kumiling, gari mga dyosa",positive
an nakapalibot na mga daraga.,positive
"dangan an makulog sa puso, sa payo",negative
pagka naduotan o nasagidan mo,negative
"dai man malikay, dai man maribok",negative
gari nanunuksong sagin man maliod.,negative
namamati daw o naaagimadmad,neutral
kung talagang ika dai nang ratnalidegt,negative
nata kun nuarin ndgkakwabtatie bigla,neutral
ribong kamidbid an piglang minabutwa?,negative
dakul na paryentes an naghihirilang,negative
buda kataraning namay kaipuhan.,negative
dawa katabang na boot nang magagom,neutral
ika an puntiryang gibuhon na ninong.,positive
pati su dati nang nagtutuyatuya,negative
"may katikapuhan, biglang minalumya.",negative
"napaparong kaya, nasasaridsid daw",negative
kun igwang biyayang kwartang nasasaray?,positive
an kayamanan daw madaling mapugrot,negative
katikapuhan an pirming minasampot,negative
su tagotago mo iyong nalalantad,negative
daing nagmamangno sa gustong ilaladlad.,negative
su dating namutan habo nang maglayas,negative
su gusting bukudon iyo man an layas.,negative
kung nangangaipo si kusug kan lawas,positive
"dangan malayumay, habong magbungkaras.",positive
su pinagpadaba iyong nabalisngag.,positive
ano.daw an buhay ta priming baliktad?,negative
tigbak na balulang,negative
lihis na su mga aldaw kan balulang,neutral
na dai madulag sain man ibulang,negative
wara na su lukso kan dugong mainit,negative
"na kun minabulwak masiram, ",positive
"malanit dai na su kusog kan pusog na lawas,",negative
maski pighapihap habong.,negative
sa harong na sana ining sabungero,negative
nagmamalayumay sa pagreretiro,positive
pigbuburubulnot an sanribong uban,neutral
"piggsusurusikwat, mga kukong gadan",negative
"tulang na naglumoy, ugat na naluyos.",negative
pag pinasikrapan an gurang nang agom,neutral
su daragang pandok an nasa girumdom,positive
"su butog na pisngi, mayumhok na puson,",positive
"an buot na hadkan, buot hapihapon",positive
nagmamawat pa man kuta ki sultada,neutral
alagad dai nang kamandag an dara.,negative
pagsulnop kan aldaw pagka piglilipot,neutral
tigbak na balulang iyong kapotkapot,negative
mientras nagtatagas su gabos na lawas,negative
pigsisintiran su abong magbungkaras,positive
dai masabutan an piglalamayan,negative
anong gadan ining daing lulubungan?,negative
"dawa naluog sadi, ",positive
"buko pong ibig sabiyun na pagika ika nayka, ",positive
kasusupgan nayka ka,neutral
ku nakatagbo ako sa magayon na babayi ag nakimairak,positive
"kanya magin maray sanay ka sa usto kin umiba kanako, ",positive
"ag naglabus iya na punok, udang ngangabilon, ",positive
"amu di a buot nyang sabiyon buko ikang duke na bantog a ngaran, ",positive
uda malakbang na pangawak arog ka mga amerikano ag mapulang pigura ka mga,negative
"indiano, pantay, maluldok na mata ag kulit na pinakusa ka angin sa",negative
"mga maiwas na kaduduutan ag ka mga salog na nagbubulos kanda,",positive
diri payka nakaiyan sadtu pitong dagat ag magbaklay kanda sari,negative
"man sira, diri ko isi kin sari. kaya ngata, magarang, a magayon na",positive
raraga arog ko na magiba kanimo?,positive
nalingawan mo na udang awto a makasasalya kanimo sa,negative
tinampo sa usadan sanang busol uda ako nabayad na mga lalaking,neutral
"nagaantabay kanimo na nakapalibot, pagruta ko sa palda mo sa",positive
talikundan ag pag ngurobngurob bendisyon sa payo mo a suso,negative
"mo na plastadong nakalaso sa awak mo, alagad a paa mo ag piad",neutral
a nagpupugol nakabado ikang tafetta na agko pligis na palda na,negative
"nagpamuya kanamu ku nakaaging tagtikragan, ag pala nagngisi",positive
ikapurupirming nagiimbitar sa mortal na peligro.,positive
"amu, pariyo kitang sadi, ag nganing makalikay kita sadi",positive
"diri malilikayan na pagkaisi tang adi, ",negative
bukong mas maray kin magsuwayan kitang raran pauli?,positive
sa puro ka tungtungan ku istasyon nakatindog ako na,neutral
"udang kasiguruwan sading kinaban, sading banwaan, sa kanakong",neutral
pamilya. ni sa ababaw na pagsip di ko madistinggir kun agko man,neutral
ako dalan na lalabusan nganing makaabot sa paiiyanan. ,positive
ni da ko maidipensa kun agko migunga kun tauno sadi ko tungtungan ku,negative
"istasyon, nakakapot sadi kaputan, naiinganyo man ku paglunad,",neutral
"o sa mga tawong nagpapaunod ku paglunad, sa mga tawong",neutral
naglalabos o mga nagsisilong sana man ka mga tinda sa gilid. uda,neutral
"basang nagunga kun tauno ako sadi, pero ngani, kun agko man,",neutral
uda man iton kabutangan.,negative
"pagabot ku trambiya sa punduwan, su babayi nagtindog sa",neutral
arani ku tangga para magbaba. ta mala nyang rani baga na su,neutral
pwede ko na iyang makaputan. nakasupong iyang itom na bado.,positive
su mga paligis ku palda baga na su makusa kaya biyong tanos. ,positive
igot su blusa na agko kwelyong puntas na puti na agko mga sasadit na lubot.,neutral
su walang kamot biyong nakaandig sa ringring ku trambiya.,neutral
su puro ku payong nakaduta sa ikarwang tangga. ,neutral
moreno a kulor ka lalawgon nya. ,positive
